rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Luggage dropoff allowed,Long term stays allowed,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Pool,Shared sauna,Elevator,Washer,Hot tub,Pets allowed,Superhost,Sauna,Mountain view,Resort view,Free street parking,HDTV,Free washer – In unit,Free parking garage on premises – 1 space,Private patio or balcony,City skyline view,Private outdoor pool - available all year, open specific hours, infinity,Shared hot tub,Garden view,Free residential garage on premises – 1 space,Shared pool,32 inch HDTV with Netflix,Refrigerator,Shared indoor pool - open specific hours, heated, pool toys, rooftop,Wifi – 7 Mbps,Free carport on premises – 1 space,Shared outdoor pool - available all year,HDTV with Netflix, Roku,Fast wifi – 95 Mbps,55 inch HDTV,Free residential garage on premises,Shared outdoor pool,43 inch HDTV with Netflix, standard cable,TV with standard cable,__typename,listing,avgRatingA11yLabel,avgRatingLocalized,listingParamOverrides,pricingQuote,badges,contextualPictures,priceRankScore,priceRank,Private sauna,Private indoor pool - available all year,55 inch TV with Netflix,Park view,AC - split type ductless system,Air conditioning,Fast wifi – 268 Mbps,42 inch HDTV,Patio or balcony,Shared backyard – Not fully fenced,Pack ’n play/Travel crib - available upon request,Folding or convertible high chair - available upon request,Microwave,Shared indoor pool - available all year, lap pool,Shared hot tub - available all year,Courtyard view,55 inch HDTV with Netflix,Shared hot tub - available seasonally,Breakfast,32 inch HDTV,Samsung 380L refrigerator,Paid parking lot off premises,Shared outdoor pool - available seasonally,165 inch HDTV with Netflix, premium cable,Dryer,Shared outdoor pool - open specific hours,Fast wifi – 186 Mbps,Hair dryer,Paid parking garage off premises,40 inch HDTV,Backyard,HDTV with premium cable,Free dryer – In unit,Central air conditioning,Washer – In unit,50 inch HDTV with Netflix,Valley view,Wifi – 16 Mbps,60 inch HDTV with Netflix, HBO Max, Disney+,Bay view,Beach view,32 inch HDTV with premium cable, Netflix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,85,,,65,,,,,,908957215085619958,Apartment in Ibagué,01/18/25 - 01/21/25,189,15,,4.87,4.87 (54),6,https://www.airbnb.com/rooms/908957215085619958?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,151,0.798941798941799,11,27,38,0.20105820105820100,2 beds,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,70,,,45,,,,,,689961646033985033,Apartment in Ibagué,01/18/25 - 01/21/25,171,14,,4.85,4.85 (27),10,https://www.airbnb.com/rooms/689961646033985033?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.7953216374269010,11,24,35,0.2046783625730990,,,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,80,,,40,,,,,,52350619,Apartment in Ibagué,01/18/25 - 01/21/25,140,11,,4.84,4.84 (167),11,https://www.airbnb.com/rooms/52350619?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7857142857142860,10,20,30,0.21428571428571400,,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,,TRUE,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,140,,,60,,,,,,826292319849945759,Apartment in Ibagué,01/18/25 - 01/21/25,99,3,,4.81,4.81 (53),7,https://www.airbnb.com/rooms/826292319849945759?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,22,3,67,0.6767676767676770,18,14,32,0.32323232323232300,4 beds,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,80,5,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,95,,,35,,,,,,576895337660091643,Apartment in Ibagué,01/18/25 - 01/21/25,121,7,,4.81,4.81 (75),12,https://www.airbnb.com/rooms/576895337660091643?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,95,0.7851239669421490,9,17,26,0.21487603305785100,2 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,60,11,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,90,,,55,,,,,,680639980504231955,Apartment in Ibagué,01/18/25 - 01/21/25,158,12,,4.78,4.78 (36),8,https://www.airbnb.com/rooms/680639980504231955?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,0.8607594936708860,0,22,22,0.13924050632911400,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,80,,,30,,,,,,591328613559121482,Condo in Ibagué,01/18/25 - 01/21/25,133,9,,4.76,4.76 (63),13,https://www.airbnb.com/rooms/591328613559121482?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,98,0.7368421052631580,16,19,35,0.2631578947368420,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,50,16,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,95,,,25,,,,,,965437054781522571,Apartment in Ibagué,01/18/25 - 01/21/25,115,5,,4.72,4.72 (25),14,https://www.airbnb.com/rooms/965437054781522571?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,89,0.7739130434782610,10,16,26,0.22608695652173900,2 beds,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,55,,,20,,,,,,52630817,Apartment in Ibagué,01/18/25 - 01/21/25,158,12,,4.71,4.71 (150),15,https://www.airbnb.com/rooms/52630817?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,122,0.7721518987341770,14,22,36,0.22784810126582300,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,35,18,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,125,,,50,,,,,,1300184670746824463,Apartment in Ibagué,01/18/25 - 01/21/25,113,4,,,New,9,https://www.airbnb.com/rooms/1300184670746824463?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.8141592920353980,5,16,21,0.18584070796460200,,,TRUE,,,TRUE,TRUE,,,TRUE,FALSE,,,TRUE,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,8,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,130,,,85,,,,,,1261687323497477437,Apartment in Ibagué,01/18/25 - 01/21/25,135,10,,,New,2,https://www.airbnb.com/rooms/1261687323497477437?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7555555555555560,14,19,33,0.24444444444444400,,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,45,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,140,,,90,,,,,,1216653221262422971,Apartment in Ibagué,01/18/25 - 01/21/25,109,9,,4.86,4.86 (7),1,https://www.airbnb.com/rooms/1216653221262422971?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.7798165137614680,9,15,24,0.22018348623853200,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,50,5,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,175,,,85,,,,,,855084209260649345,Apartment in Ibagué,01/18/25 - 01/21/25,55,1,,4.83,4.83 (41),2,https://www.airbnb.com/rooms/855084209260649345?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,11,3,34,0.6181818181818180,13,8,21,0.38181818181818200,,,TRUE,TRUE,,,,,,TRUE,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,145,,,80,,,,,,562031244464097887,Apartment in Ibagué,01/18/25 - 01/21/25,98,6,,4.81,4.81 (21),3,https://www.airbnb.com/rooms/562031244464097887?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,75,0.7653061224489800,9,14,23,0.23469387755102000,,,TRUE,TRUE,,TRUE,TRUE,,,TRUE,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,105,,,80,,,,,,1090505518563398267,Condo in Ibagué,01/18/25 - 01/21/25,155,14,,4.81,4.81 (37),3,https://www.airbnb.com/rooms/1090505518563398267?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.7677419354838710,14,22,36,0.23225806451612900,2 beds,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,,TRUE,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,95,,,80,,,,,,729565518774667295,Apartment in Ibagué,01/18/25 - 01/21/25,191,16,,4.81,4.81 (26),3,https://www.airbnb.com/rooms/729565518774667295?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,150,0.7853403141361260,14,27,41,0.21465968586387400,5 beds,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,15,13,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,90,,,80,,,,,,816185132360414545,Apartment in Ibagué,01/18/25 - 01/21/25,250,17,,4.81,4.81 (31),3,https://www.airbnb.com/rooms/816185132360414545?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,68,3,204,0.816,11,35,46,0.184,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,155,,,75,,,,,,984385608804722627,Apartment in Ibagué,01/18/25 - 01/21/25,85,3,,4.8,4.8 (5),4,https://www.airbnb.com/rooms/984385608804722627?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,22,3,65,0.7647058823529410,8,12,20,0.23529411764705900,,,TRUE,TRUE,,,TRUE,,,TRUE,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,110,,,70,,,,,,1159104500263247389,Apartment in Ibagué,01/18/25 - 01/21/25,134,11,,4.78,4.78 (9),5,https://www.airbnb.com/rooms/1159104500263247389?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.7761194029850750,11,19,30,0.22388059701492500,3 beds,,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,105,,,65,,,,,,47153034,Apartment in Ibagué,01/18/25 - 01/21/25,134,11,,4.71,4.71 (35),6,https://www.airbnb.com/rooms/47153034?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,109,0.8134328358208960,6,19,25,0.1865671641791050,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,95,,,65,,,,,,708945024148720652,Condo in Ibagué,01/18/25 - 01/21/25,148,13,,4.71,4.71 (31),6,https://www.airbnb.com/rooms/708945024148720652?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,116,0.7837837837837840,11,21,32,0.21621621621621600,,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,145,,,60,,,,,,49596559,Apartment in Ibagué,01/18/25 - 01/21/25,77,2,,4.7,4.7 (63),7,https://www.airbnb.com/rooms/49596559?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,20,3,61,0.7922077922077920,5,11,16,0.2077922077922080,2 beds,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,85,4,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,105,,,60,,,,,,868198113807806257,Apartment in Ibagué,01/18/25 - 01/21/25,113,10,,4.7,4.7 (76),7,https://www.airbnb.com/rooms/868198113807806257?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.8141592920353980,5,16,21,0.18584070796460200,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,90,,,55,,,,,,819459120882472188,Condo in Ibagué,01/18/25 - 01/21/25,144,12,,4.66,4.66 (61),8,https://www.airbnb.com/rooms/819459120882472188?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,113,0.7847222222222220,11,20,31,0.2152777777777780,3 beds,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,110,,,50,,,,,,850130845262246884,Apartment in Ibagué,01/18/25 - 01/21/25,99,7,,4.64,4.64 (22),9,https://www.airbnb.com/rooms/850130845262246884?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,74,0.7474747474747480,11,14,25,0.25252525252525300,5 beds,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,60,8,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,65,,,45,,,,,,1284817890227854415,Apartment in Ibagué,01/18/25 - 01/21/25,174,15,,4.57,4.57 (7),10,https://www.airbnb.com/rooms/1284817890227854415?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,174,1,0,0,0,0,,,TRUE,TRUE,,TRUE,TRUE,,,,FALSE,FALSE,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,115,,,40,,,,,,822005685861245995,Apartment in Ibagué,01/18/25 - 01/21/25,91,4,,4.5,4.5 (42),11,https://www.airbnb.com/rooms/822005685861245995?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.7472527472527470,10,13,23,0.25274725274725300,3 beds,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,,TRUE,,,TRUE,,,,,,,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
