rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Courtyard view,Patio or balcony,Backyard,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Fast wifi – 120 Mbps,Fast wifi – 93 Mbps,Free parking garage on premises,Private hot tub - available all year,Sauna,Fast wifi – 354 Mbps,65 inch HDTV with Netflix,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Shared hot tub,Park view,Fast wifi – 510 Mbps,Free washer – In building,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Pool,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,43 inch HDTV with Netflix,standard cable,Valley view,Fast wifi – 303 Mbps,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Private hot tub,Free dryer,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Shared outdoor pool - open specific hours,rooftop,32 inch HDTV with Fire TV,standard cable,Bathtub,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Free driveway parking on premises – 1 space,Fast wifi – 160 Mbps,Washer – In building,Fast wifi – 149 Mbps,50 inch HDTV with standard cable,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,52 inch HDTV with Disney+,Netflix,Roku,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 218 Mbps,42 inch HDTV with standard cable,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Shared outdoor pool - available all year,open specific hours,Shared hot tub - available all year,open specific hours,Fast wifi – 475 Mbps,50 inch HDTV,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Paid parking lot off premises,Sound system
82,2395,1135,0,1260,0,0,0,0,0,43850369,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,117,44,24,4.82,4.82 (275),19,https://www.airbnb.com/rooms/43850369?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2395,1150,0,1245,0,0,0,0,0,43744849,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,114,41,23,4.79,4.79 (337),22,https://www.airbnb.com/rooms/43744849?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2390,1180,0,1210,0,0,0,0,0,1141980619717538034,Loft in Medellín,01/18/25 - 01/21/25,107,35,11,4.72,4.72 (32),29,https://www.airbnb.com/rooms/1141980619717538034?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,107,1,15,15,30,0.2803738318,2 beds,TRUE,TRUE,,TRUE,,,,,TRUE,FALSE,TRUE,,,,,FALSE,,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2385,1035,0,1350,0,0,0,0,0,1010279380824664920,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,139,64,19,5,5.0 (11),1,https://www.airbnb.com/rooms/1010279380824664920?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7338129496,20,17,37,0.2661870504,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2385,1140,0,1245,0,0,0,0,0,823892067549064639,Loft in Laureles-Estadio,01/18/25 - 01/21/25,116,43,14,4.79,4.79 (67),22,https://www.airbnb.com/rooms/823892067549064639?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,88,0.7586206897,14,16,30,0.2586206897,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2385,1160,0,1225,0,0,0,0,0,1262654153320679494,Condo in Laureles,01/18/25 - 01/21/25,112,39,8,4.75,4.75 (4),26,https://www.airbnb.com/rooms/1262654153320679494?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.6071428571,30,14,44,0.3928571429,1 queen bed,TRUE,,,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2385,1175,0,1210,0,0,0,0,0,1080405442630057888,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,108,36,16,4.72,4.72 (61),29,https://www.airbnb.com/rooms/1080405442630057888?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.8611111111,0,15,15,0.1388888889,,TRUE,TRUE,,,TRUE,,,,,FALSE,,,,,,FALSE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2385,1185,0,1200,0,0,0,0,0,1267737311420263984,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,106,34,20,4.7,4.7 (10),31,https://www.airbnb.com/rooms/1267737311420263984?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2380,1100,0,1280,0,0,0,0,0,1237962795619015951,Apartment in Medellín,01/18/25 - 01/21/25,125,51,18,4.86,4.86 (7),15,https://www.airbnb.com/rooms/1237962795619015951?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,100,0.8,25,0,25,0.2,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2380,1140,0,1240,0,0,0,0,0,713832415319670399,Loft in Laureles-Estadio,01/18/25 - 01/21/25,116,43,14,4.78,4.78 (65),23,https://www.airbnb.com/rooms/713832415319670399?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7413793103,14,16,30,0.2586206897,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2380,1195,0,1185,0,0,0,0,0,1288463168076334811,Apartment in La América,01/18/25 - 01/21/25,104,32,15,4.67,4.67 (6),34,https://www.airbnb.com/rooms/1288463168076334811?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,111,1.067307692,0,15,15,0.1442307692,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2370,1040,0,1330,0,0,0,0,0,643794803942554764,Apartment in Medellín,01/18/25 - 01/21/25,138,63,24,4.96,4.96 (51),5,https://www.airbnb.com/rooms/643794803942554764?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,116,0.8405797101,22,0,22,0.1594202899,,TRUE,,TRUE,TRUE,,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2370,1050,0,1320,0,0,0,0,0,48199664,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,136,61,20,4.94,4.94 (34),7,https://www.airbnb.com/rooms/48199664?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,189,1.389705882,15,17,32,0.2352941176,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2370,1055,0,1315,0,0,0,0,0,1201829410022818307,Apartment in Laureles,01/18/25 - 01/21/25,135,60,20,4.93,4.93 (27),8,https://www.airbnb.com/rooms/1201829410022818307?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.7703703704,12,19,31,0.2296296296,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2370,1105,0,1265,0,0,0,0,0,1227775986136311663,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,123,50,18,4.83,4.83 (6),18,https://www.airbnb.com/rooms/1227775986136311663?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,98,0.7967479675,25,0,25,0.2032520325,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2370,1195,0,1175,0,0,0,0,0,1024765140528383973,Apartment in Medellín,01/18/25 - 01/21/25,104,32,14,4.65,4.65 (31),36,https://www.airbnb.com/rooms/1024765140528383973?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2365,1015,0,1350,0,0,0,0,0,1255258422039118196,Apartment in Laureles,01/18/25 - 01/21/25,148,68,31,5,5.0 (3),1,https://www.airbnb.com/rooms/1255258422039118196?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,170,1.148648649,9,0,9,0.06081081081,1 double bed,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,FALSE,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2365,1050,0,1315,0,0,0,0,0,1150371730425245990,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,61,30,4.93,4.93 (44),8,https://www.airbnb.com/rooms/1150371730425245990?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2365,1095,0,1270,0,0,0,0,0,39683352,Apartment in Medellín,01/18/25 - 01/21/25,126,52,15,4.84,4.84 (91),17,https://www.airbnb.com/rooms/39683352?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.7142857143,18,18,36,0.2857142857,,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,,,,FALSE,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2365,1165,0,1200,0,0,0,0,0,51666039,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,111,38,17,4.7,4.7 (128),31,https://www.airbnb.com/rooms/51666039?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,95,0.8558558559,16,0,16,0.1441441441,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2365,1165,0,1200,0,0,0,0,0,52420174,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,111,38,17,4.7,4.7 (115),31,https://www.airbnb.com/rooms/52420174?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,95,0.8558558559,16,0,16,0.1441441441,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2360,1050,0,1310,0,0,0,0,0,1031741220812433488,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,136,61,19,4.92,4.92 (12),9,https://www.airbnb.com/rooms/1031741220812433488?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.75,17,17,34,0.25,,TRUE,,TRUE,,TRUE,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2360,1070,0,1290,0,0,0,0,0,1271166198338904350,Loft in Laureles-Estadio,01/18/25 - 01/21/25,131,57,29,4.88,4.88 (16),13,https://www.airbnb.com/rooms/1271166198338904350?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2360,1135,0,1225,0,0,0,0,0,1185543663139821021,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,117,44,16,4.75,4.75 (12),26,https://www.airbnb.com/rooms/1185543663139821021?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.7863247863,25,0,25,0.2136752137,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2355,1115,0,1240,0,0,0,0,0,1017601267701297373,Apartment in Laureles,01/18/25 - 01/21/25,121,48,21,4.78,4.78 (36),23,https://www.airbnb.com/rooms/1017601267701297373?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,107,0.8842975207,14,0,14,0.1157024793,2 beds,TRUE,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,FALSE,TRUE,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2350,1045,0,1305,0,0,0,0,0,937765521016620268,Loft in Laureles-Estadio,01/18/25 - 01/21/25,137,62,27,4.91,4.91 (23),10,https://www.airbnb.com/rooms/937765521016620268?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,139,1.01459854,12,0,12,0.08759124088,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2350,1045,0,1305,0,0,0,0,0,999283026377596021,Apartment in Calasanz,01/18/25 - 01/21/25,137,62,20,4.91,4.91 (32),10,https://www.airbnb.com/rooms/999283026377596021?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,0.7737226277,12,19,31,0.2262773723,3 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2350,1050,0,1300,0,0,0,0,0,1148562372019029958,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,61,30,4.9,4.9 (42),11,https://www.airbnb.com/rooms/1148562372019029958?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2350,1190,0,1160,0,0,0,0,0,47102168,Apartment in Medellín,01/18/25 - 01/21/25,105,33,14,4.62,4.62 (128),39,https://www.airbnb.com/rooms/47102168?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8285714286,18,0,18,0.1714285714,1 queen bed,TRUE,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,,FALSE,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
