rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,,Kitchen,Wifi,Dedicated workspace,Hot tub,Pets allowed,TV with Fire TV,Elevator,Washer,Carbon monoxide alarm,Smoke alarm,City skyline view,Mountain view,75 inch HDTV with Amazon Prime Video,HBO Max,Hulu,Netflix,Free washer – In unit,Free dryer – In unit,Exterior security cameras on property,Free parking on premises,TV,Fast wifi – 396 Mbps,Free parking garage on premises – 1 space,Shared sauna,Free dryer,Pool,Air conditioning,Hair dryer,Luggage dropoff allowed,Fast wifi – 94 Mbps,Lock on bedroom door,Dryer,Patio or balcony,Free parking garage on premises,Private hot tub - available all year,open 24 hours,TV with standard cable,Fast wifi – 321 Mbps,40 inch HDTV,Private patio or balcony,Samsung refrigerator,Microwave,Long term stays allowed,Refrigerator,Free street parking,40 inch HDTV with standard cable,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Backyard,Fast wifi – 375 Mbps,Bathtub,Shared backyard – Fully fenced,Valley view,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Fast wifi – 198 Mbps,Free parking garage on premises – 2 spaces,Shared outdoor pool - available all year,heated,infinity,HDTV with Amazon Prime Video,Apple TV,Disney+,Netflix,Smoking allowed,Fast wifi – 93 Mbps,Private hot tub - available all year,Fast wifi – 91 Mbps,Garden view,Fast wifi – 138 Mbps,HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,Fast wifi – 202 Mbps,52 inch HDTV with standard cable,premium cable,Sauna,55 inch HDTV,Paid washer – In building,Paid dryer – In building,Fast wifi – 166 Mbps,Free carport on premises – 1 space,49 inch HDTV with Netflix,AC - split type ductless system,Park view,Fast wifi – 61 Mbps,43 inch HDTV with Netflix,Free dryer – In building,Fast wifi – 211 Mbps,65 inch HDTV with standard cable,Fast wifi – 328 Mbps,HDTV with Roku,Private backyard,Fire pit,Fast wifi – 273 Mbps,50 inch HDTV with premium cable,High chair,Free driveway parking on premises,42 inch TV,Fast wifi – 530 Mbps,EV charger,55 inch HDTV with Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,HDTV with Netflix,Shared pool,42 inch HDTV with standard cable,Wifi – 44 Mbps,32 inch HDTV with premium cable,Private hot tub,55 inch HDTV with Chromecast,Free washer,55 inch HDTV with Netflix,Fast wifi – 576 Mbps,Free parking on premises – 1 space,Central air conditioning,60 inch HDTV with Netflix,Amazon Prime Video,HDTV with Disney+,Netflix,Shared backyard,HDTV,Courtyard view,HDTV with standard cable,Free driveway parking on premises – 1 space,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 139 Mbps,HDTV with Netflix,premium cable,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,50 inch HDTV,Free residential garage on premises – 1 space,Outdoor pool - available all year,open specific hours,Shared indoor pool - available all year,open specific hours,rooftop,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 313 Mbps,Washer – In unit,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,140 inch HDTV with HBO Max,Netflix,DVD player,Private sauna,45 inch TV with Netflix,Fast wifi – 60 Mbps,Fast wifi – 318 Mbps,60 inch HDTV with Apple TV,Amazon Prime Video,Disney+,Netflix,standard cable,TV with standard cable,Netflix,Free residential garage on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,olympic-sized,43 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 69 Mbps,43 inch HDTV with HBO Max,premium cable,42 inch HDTV with Netflix,58 inch HDTV,50 inch HDTV with standard cable,Fast wifi – 317 Mbps,Fast wifi – 506 Mbps,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 258 Mbps,Free residential garage on premises,Fast wifi – 503 Mbps,Fast wifi – 165 Mbps,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,46 inch HDTV with Fire TV,Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,52 inch HDTV with Roku,Netflix,Apple TV,Disney+,Amazon Prime Video,HBO Max,Shared pool - available all year,open specific hours,43 inch HDTV,Private indoor pool - available all year,open 24 hours,infinity,pool toys,Free carport on premises – 2 spaces,HDTV with Netflix,Amazon Prime Video,Disney+,Beach access – Beachfront,Washer – In building,Dryer – In building,Fast wifi – 309 Mbps,43 inch HDTV with standard cable,Netflix,55 inch HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,heated,olympic-sized,43 inch TV with Disney+,Netflix,HDTV with Roku,standard cable,60 inch HDTV,50 inch TV,Fast wifi – 295 Mbps,Fast wifi – 143 Mbps,32 inch HDTV,Shared pool - open specific hours,58 inch HDTV with premium cable,32 inch HDTV with standard cable,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,heated,43 inch HDTV with Netflix,standard cable,Private outdoor pool - available all year,open specific hours,lap pool,42 inch HDTV with Chromecast,Disney+,Netflix,Children’s books and toys,Pack ’n play/Travel crib,Haceb refrigerator,Paid parking on premises,Indoor fireplace
86,4224,1200,860,1200,0,undefined,964,1298762017471702504,Condo in Medellín,01/18/25 - 01/21/25,0,1,69,5,5.0 (3),1,https://www.airbnb.com/rooms/1298762017471702504,98,0,0,NaN,0,0,0,NaN,4 beds,86,,TRUE,,,,,,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4224,1200,895,1165,0,undefined,964,54166446,Apartment in Medellín,01/18/25 - 01/21/25,0,1,62,4.92,4.92 (116),8,https://www.airbnb.com/rooms/54166446,85,0,0,NaN,0,0,0,NaN,2 beds,87,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4219,1200,1075,980,0,undefined,964,1187127615836493606,Apartment in Laureles,01/18/25 - 01/21/25,0,1,26,5,5.0 (6),45,https://www.airbnb.com/rooms/1187127615836493606,40,0,0,NaN,0,0,0,NaN,1 double bed,88,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4219,1200,1190,865,0,undefined,964,53046671,Room in Laureles-Estadio,01/18/25 - 01/21/25,0,1,3,4.76,4.76 (54),68,https://www.airbnb.com/rooms/53046671,13,0,0,NaN,0,0,0,NaN,,89,,TRUE,,TRUE,,,,,,FALSE,FALSE,,,,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4219,1200,1055,1000,0,undefined,964,635590060999335806,Apartment in Medellín,01/18/25 - 01/21/25,0,1,30,4.67,4.67 (46),41,https://www.airbnb.com/rooms/635590060999335806,44,0,0,NaN,0,0,0,NaN,1 queen bed,90,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4204,1200,850,1190,0,undefined,964,48707353,Condo in Medellín,01/18/25 - 01/21/25,0,1,71,4.97,4.97 (137),3,https://www.airbnb.com/rooms/48707353,100,0,0,NaN,0,0,0,NaN,,91,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4199,1200,1070,965,0,undefined,964,815182017054915004,Apartment in Medellín,01/18/25 - 01/21/25,0,1,27,4.96,4.96 (83),48,https://www.airbnb.com/rooms/815182017054915004,41,0,0,NaN,0,0,0,NaN,,92,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4199,1200,1105,930,0,undefined,964,48199664,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,20,4.94,4.94 (34),55,https://www.airbnb.com/rooms/48199664,34,0,0,NaN,0,0,0,NaN,,93,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,,,,,,,,,TRUE,,TRUE,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4194,1200,1100,930,0,undefined,964,1273943624793941239,Loft in Laureles-Estadio,01/18/25 - 01/21/25,0,1,21,4.94,4.94 (16),55,https://www.airbnb.com/rooms/1273943624793941239,35,0,0,NaN,0,0,0,NaN,,94,,,TRUE,TRUE,,TRUE,,TRUE,TRUE,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4194,1200,1045,985,0,undefined,964,1287784465886256569,Apartment in Medellín,01/18/25 - 01/21/25,0,1,32,,New,44,https://www.airbnb.com/rooms/1287784465886256569,46,0,0,NaN,0,0,0,NaN,1 bed,95,,TRUE,TRUE,TRUE,,TRUE,,,TRUE,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4194,1200,1075,955,0,undefined,964,1321081585745897301,Apartment in Medellín,01/18/25 - 01/21/25,0,1,26,,New,50,https://www.airbnb.com/rooms/1321081585745897301,40,0,0,NaN,0,0,0,NaN,3 beds,96,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4189,1200,1105,920,0,undefined,964,1031741220812433488,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,20,4.92,4.92 (12),57,https://www.airbnb.com/rooms/1031741220812433488,34,0,0,NaN,0,0,0,NaN,,97,,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4189,1200,1005,1020,0,undefined,964,560208873938280270,Apartment in Medellín,01/18/25 - 01/21/25,0,1,40,4.73,4.73 (114),37,https://www.airbnb.com/rooms/560208873938280270,55,0,0,NaN,0,0,0,NaN,1 sofa bed,98,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4184,1200,825,1195,0,undefined,964,675135413436049898,Villa in Rionegro,01/18/25 - 01/21/25,0,1,76,4.98,4.98 (98),2,https://www.airbnb.com/rooms/675135413436049898,107,0,0,NaN,0,0,0,NaN,2 king beds,99,,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4179,1200,840,1175,0,undefined,964,38189683,Apartment in Medellín,01/18/25 - 01/21/25,0,1,73,4.94,4.94 (303),6,https://www.airbnb.com/rooms/38189683,102,0,0,NaN,0,0,0,NaN,2 beds,100,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4174,1200,820,1190,0,undefined,964,774597033820840218,Apartment in Medellín,01/18/25 - 01/21/25,0,1,77,4.97,4.97 (108),3,https://www.airbnb.com/rooms/774597033820840218,108,0,0,NaN,0,0,0,NaN,1 queen bed,101,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4174,1200,1070,940,0,undefined,964,1198767463945527479,Apartment in Laureles,01/18/25 - 01/21/25,0,1,27,4.96,4.96 (24),53,https://www.airbnb.com/rooms/1198767463945527479,41,0,0,NaN,0,0,0,NaN,2 beds,102,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,,,,,,,,,TRUE,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4169,1200,1125,880,0,undefined,964,41981433,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,16,4.82,4.82 (164),65,https://www.airbnb.com/rooms/41981433,30,0,0,NaN,0,0,0,NaN,,103,,TRUE,TRUE,,,,,TRUE,TRUE,FALSE,FALSE,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4169,1200,1130,875,0,undefined,964,42890981,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,15,4.81,4.81 (57),66,https://www.airbnb.com/rooms/42890981,27,0,0,NaN,0,0,0,NaN,2 beds,104,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,4159,1200,985,1010,0,undefined,964,1147453586748162997,Loft in Medellín,01/18/25 - 01/21/25,0,1,44,4.7,4.7 (47),39,https://www.airbnb.com/rooms/1147453586748162997,59,0,0,NaN,0,0,0,NaN,1 queen bed,105,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4159,1200,1140,855,0,undefined,964,1325022096445329247,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,0,1,13,,New,70,https://www.airbnb.com/rooms/1325022096445329247,25,0,0,NaN,0,0,0,NaN,2 beds,106,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,,,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4154,1200,1050,940,0,undefined,964,1067023443998140200,Apartment in El Poblado,01/18/25 - 01/21/25,0,1,31,4.96,4.96 (47),53,https://www.airbnb.com/rooms/1067023443998140200,45,0,0,NaN,0,0,0,NaN,3 beds,107,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,4149,1200,785,1200,0,undefined,964,1186506316124592420,Apartment in Medellín,01/18/25 - 01/21/25,0,1,84,5,5.0 (9),1,https://www.airbnb.com/rooms/1186506316124592420,120,0,0,NaN,0,0,0,NaN,,108,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,4149,1200,1180,805,0,undefined,964,704177225505946578,Apartment in Medellín,01/18/25 - 01/21/25,0,1,5,5,5.0 (7),80,https://www.airbnb.com/rooms/704177225505946578,17,0,0,NaN,0,0,0,NaN,3 beds,109,,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,FALSE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,4149,1200,1025,960,0,undefined,964,1232670376676970641,Apartment in Medellín,01/18/25 - 01/21/25,0,1,36,4.89,4.89 (9),49,https://www.airbnb.com/rooms/1232670376676970641,50,0,0,NaN,0,0,0,NaN,,110,,TRUE,TRUE,,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
