,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Free street parking,Pets allowed,40 inch HDTV,Washer,SAMSUNG refrigerator,Microwave,Carbon monoxide alarm,Smoke alarm,Guest favorite,Refrigerator,Dedicated workspace,Free parking on premises,65 inch HDTV with HBO Max,Netflix,standard cable,Patio or balcony,Superhost,TV,Private patio or balcony,Exterior security cameras on property,TV with Roku,Private backyard,Luggage dropoff allowed,City skyline view,32 inch HDTV with premium cable,Free washer – In unit,Hair dryer,Long term stays allowed,Backyard,Mountain view,Valley view,Outdoor pool - available all year,open specific hours,Fast wifi – 522 Mbps,43 inch HDTV with Netflix,premium cable,Smoking allowed,Paid parking on premises,Hot tub,Air conditioning,Fire pit,Free parking garage on premises – 1 space,Free residential garage on premises – 1 space,Pool,Shared hot tub - available all year,open specific hours,Shared sauna,Elevator,Paid washer – In building,Paid dryer – In building,Fast wifi – 192 Mbps,TV with standard cable,Wifi – 30 Mbps,HDTV with Netflix,standard cable,EV charger,Fast wifi – 321 Mbps,Samsung refrigerator,Garden view,Shared pool,Bathtub,Dryer,Free driveway parking on premises – 2 spaces,Shared outdoor pool - available all year,open 24 hours,Private hot tub - available all year,open 24 hours,River view,Fast wifi – 220 Mbps,Courtyard view,Free driveway parking on premises,43 inch HDTV with Netflix,Roku,HDTV with Netflix,Free dryer – In unit,Shared patio or balcony,Haceb refrigerator,Fast wifi – 200 Mbps,HDTV with standard cable,Shared outdoor pool - available all year,open specific hours,Mabe refrigerator,55 inch HDTV with Netflix,50 inch HDTV,Park view,Fast wifi – 510 Mbps,Free washer – In building,Shared hot tub,Free dryer – In building,Central air conditioning,Private backyard – Fully fenced,Fast wifi – 363 Mbps,43 inch HDTV with Netflix,standard cable,Paid washer,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Not fully fenced,Free carport on premises,HDTV with standard cable,Netflix,Lake view,Private hot tub,TV with Fire TV,Washer – In unit,High chair,43 inch HDTV,AC - split type ductless system,30 inch TV with Roku,Netflix,Ae refrigerator,Wifi – 5 Mbps,Fast wifi – 60 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Fast wifi – 175 Mbps,32 inch HDTV with standard cable,Fast wifi – 182 Mbps,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,50 inch HDTV with standard cable,55 inch HDTV,Portable air conditioning,Free parking garage on premises,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with Netflix,Disney+,Fast wifi – 218 Mbps,49 inch HDTV with standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,40 inch HDTV with Netflix,standard cable,HDTV with Amazon Prime Video,Disney+,Netflix,40 inch HDTV with HBO Max,Netflix,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,HDTV with Netflix,Amazon Prime Video,standard cable,Shared pool - available all year,Fast wifi – 252 Mbps,Fast wifi – 315 Mbps,Shared indoor pool - available all year,open specific hours,rooftop,32 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,32 inch TV with standard cable,TV with Netflix,Free washer,43 inch HDTV with standard cable,Fast wifi – 81 Mbps,HDTV with Amazon Prime Video,Netflix,Fast wifi – 318 Mbps,HDTV with standard cable,Roku,Netflix,premium cable,32 inch HDTV with Netflix,premium cable,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 306 Mbps,Free carport on premises – 1 space,32 inch HDTV with Roku,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Private pool - available all year,open specific hours,65 inch HDTV with Netflix,Pool view,Wifi – 9 Mbps,Private hot tub - available all year,open specific hours,Shared backyard – Not fully fenced,Breakfast,Private indoor pool - available all year,open specific hours,heated,lap pool,Fast wifi – 106 Mbps,Canal view,90 inch HDTV with Netflix,standard cable,Dryer – In unit,43 inch TV with Netflix,LG refrigerator,Paid parking lot on premises – 1 space,Crib,Shared pool - open specific hours,Waterfront,Shared outdoor pool - open specific hours,infinity,lap pool,pool toys
,77,1725,725,0,1000,0,0,0,0,0,1267570302224081748,,,,Loft in Medellín,01/18/25 - 01/21/25,131,60,28,4.96,4.96 (24),5,https://www.airbnb.com/rooms/1267570302224081748?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78,1725,800,0,925,0,0,0,0,0,44391576,,,,Loft in Bello,01/18/25 - 01/21/25,113,45,11,4.8,4.8 (45),20,https://www.airbnb.com/rooms/44391576?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,79,0.6991150442,18,16,34,0.3008849558,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,79,1725,840,0,885,0,0,0,0,0,984719932640012810,,,,Apartment in Bello,01/18/25 - 01/21/25,103,37,14,4.71,4.71 (14),28,https://www.airbnb.com/rooms/984719932640012810?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.8737864078,0,13,13,0.1262135922,1 bed,,TRUE,TRUE,,,,,,TRUE,FALSE,FALSE,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80,1720,905,0,815,0,0,0,0,0,673909128432462395,,,,Apartment in Bello,01/18/25 - 01/21/25,85,24,7,4,4.0 (5),42,https://www.airbnb.com/rooms/673909128432462395?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,21,3,62,0.7294117647,11,12,23,0.2705882353,,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81,1715,695,0,1020,0,0,0,0,0,1070535299921734073,,,,Apartment in Bello,01/18/25 - 01/21/25,139,66,19,5,5.0 (4),1,https://www.airbnb.com/rooms/1070535299921734073?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7553956835,14,20,34,0.2446043165,2 beds,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,1715,695,0,1020,0,0,0,0,0,1010279380824664920,,,,Apartment in Medellín,01/18/25 - 01/21/25,139,66,18,5,5.0 (11),1,https://www.airbnb.com/rooms/1010279380824664920?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.7338129496,20,17,37,0.2661870504,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,83,1715,735,0,980,0,0,0,0,0,1017733004893427312,,,,Home in Bello,01/18/25 - 01/21/25,128,58,21,4.92,4.92 (38),9,https://www.airbnb.com/rooms/1017733004893427312?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.859375,0,18,18,0.140625,3 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,1715,755,0,960,0,0,0,0,0,38268627,,,,Condo in Bello,01/18/25 - 01/21/25,123,54,12,4.88,4.88 (43),13,https://www.airbnb.com/rooms/38268627?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.674796748,23,17,40,0.325203252,3 beds,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,,,,TRUE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,1715,795,0,920,0,0,0,0,0,43744849,,,,Apartment in Medellín,01/18/25 - 01/21/25,114,46,22,4.79,4.79 (337),21,https://www.airbnb.com/rooms/43744849?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,114,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,1710,730,0,980,0,0,0,0,0,28231598,,,,Cottage in Copacabana,01/18/25 - 01/21/25,129,59,15,4.92,4.92 (24),9,https://www.airbnb.com/rooms/28231598?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,93,0.7209302326,18,18,36,0.2790697674,2 beds,,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,1710,830,0,880,0,0,0,0,0,1267737311420263984,,,,Apartment in Medellín,01/18/25 - 01/21/25,106,39,19,4.7,4.7 (10),29,https://www.airbnb.com/rooms/1267737311420263984?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,106,1,0,0,0,0,,,,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,1710,900,0,810,0,0,0,0,0,1288363352799565136,,,,Apartment in Bello,01/18/25 - 01/21/25,86,25,10,,New,43,https://www.airbnb.com/rooms/1288363352799565136?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,74,0.8604651163,0,12,12,0.1395348837,2 beds,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,1700,680,0,1020,0,0,0,0,0,1132849099088902475,,,,Home in Bello,01/18/25 - 01/21/25,144,69,18,5,5.0 (21),1,https://www.airbnb.com/rooms/1132849099088902475?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7152777778,21,20,41,0.2847222222,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,1700,680,0,1020,0,0,0,0,0,1292018143634528206,,,,Apartment in Bello,01/18/25 - 01/21/25,144,69,25,5,5.0 (3),1,https://www.airbnb.com/rooms/1292018143634528206?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.8611111111,0,20,20,0.1388888889,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,FALSE,FALSE,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,1700,875,0,825,0,0,0,0,0,53499765,,,,Vacation home in Bello,01/18/25 - 01/21/25,93,30,8,4.38,4.38 (24),40,https://www.airbnb.com/rooms/53499765?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,69,0.7419354839,11,13,24,0.2580645161,2 beds,,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,1695,700,0,995,0,0,0,0,0,655049145320270701,,,,Condo in Bello,01/18/25 - 01/21/25,137,65,27,4.95,4.95 (43),6,https://www.airbnb.com/rooms/655049145320270701?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,130,0.9489051095,7,0,7,0.05109489051,,TRUE,TRUE,TRUE,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,1695,730,0,965,0,0,0,0,0,48588190,,,,Condo in Bello,01/18/25 - 01/21/25,129,59,23,4.89,4.89 (53),12,https://www.airbnb.com/rooms/48588190?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,118,0.9147286822,11,0,11,0.08527131783,,,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,1695,775,0,920,0,0,0,0,0,923336552769544929,,,,Apartment in Bello,01/18/25 - 01/21/25,119,50,18,4.79,4.79 (38),21,https://www.airbnb.com/rooms/923336552769544929?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.8571428571,0,17,17,0.1428571429,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,1690,670,0,1020,0,0,0,0,0,1013186311357241606,,,,Apartment in Bello,01/18/25 - 01/21/25,148,71,23,5,5.0 (45),1,https://www.airbnb.com/rooms/1013186311357241606?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,116,0.7837837838,11,21,32,0.2162162162,4 beds,TRUE,TRUE,TRUE,,TRUE,,,,,,,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,1690,705,0,985,0,0,0,0,0,1150371730425245990,,,,Loft in Medellín,01/18/25 - 01/21/25,136,64,29,4.93,4.93 (44),8,https://www.airbnb.com/rooms/1150371730425245990?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,1690,810,0,880,0,0,0,0,0,888544082806278254,,,,Apartment in Bello,01/18/25 - 01/21/25,111,43,11,4.7,4.7 (20),29,https://www.airbnb.com/rooms/888544082806278254?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,79,0.7117117117,16,16,32,0.2882882883,3 beds,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,1685,705,0,980,0,0,0,0,0,1031741220812433488,,,,Apartment in Medellín,01/18/25 - 01/21/25,136,64,18,4.92,4.92 (12),9,https://www.airbnb.com/rooms/1031741220812433488?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.75,17,17,34,0.25,,TRUE,TRUE,,,,,,,,,,TRUE,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,1685,725,0,960,0,0,0,0,0,1271166198338904350,,,,Loft in Medellín,01/18/25 - 01/21/25,131,60,28,4.88,4.88 (16),13,https://www.airbnb.com/rooms/1271166198338904350?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,1675,705,0,970,0,0,0,0,0,1148562372019029958,,,,Loft in Medellín,01/18/25 - 01/21/25,136,64,29,4.9,4.9 (42),11,https://www.airbnb.com/rooms/1148562372019029958?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,101,1675,745,0,930,0,0,0,0,0,51878455,Maybe,,,Apartment in Bello,01/18/25 - 01/21/25,126,56,15,4.82,4.82 (118),19,https://www.airbnb.com/rooms/51878455?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,111,0.880952381,14,18,32,0.253968254,,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,102,1675,750,0,925,0,0,0,0,0,1299353733700058333,,,,Apartment in Bello,01/18/25 - 01/21/25,125,55,19,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1299353733700058333?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.832,3,18,21,0.168,,,TRUE,,,TRUE,,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,103,1675,865,0,810,0,0,0,0,0,1324756246513197705,,,,Apartment in Bello,01/18/25 - 01/21/25,97,32,12,,New,43,https://www.airbnb.com/rooms/1324756246513197705?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,83,0.8556701031,0,14,14,0.1443298969,2 beds,,,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
