,rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,LikeIt,MessageSent,Responded,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,Kitchen,Wifi,Dedicated workspace,Pets allowed,TV,Portable air conditioning,Luggage dropoff allowed,Microwave,Exterior security cameras on property,Carbon monoxide alarm,Superhost,guest_favorite,Free street parking,Elevator,Long term stays allowed,Smoke alarm,Guest favorite,Washer,Air conditioning,Haceb refrigerator,Fast wifi – 94 Mbps,Hair dryer,Free parking on premises,Backyard,Crib,Refrigerator,Private patio or balcony,City skyline view,Fast wifi – 599 Mbps,Smoking allowed,Hot tub,Paid washer – In building,Paid dryer – In building,Dryer,Mountain view,Free washer – In unit,TV with standard cable,LG refrigerator,32 inch HDTV with Netflix,AC - split type ductless system,Garden view,Free carport on premises,56 inch HDTV with standard cable,Central air conditioning,Shared patio or balcony,Fast wifi – 240 Mbps,Shared indoor pool - available seasonally,open specific hours,Courtyard view,Wifi – 28 Mbps,32 inch HDTV,High chair,Fast wifi – 164 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,premium cable,HDTV,Free parking garage on premises – 1 space,40 inch HDTV,Fast wifi – 200 Mbps,HDTV with standard cable,Free dryer – In unit,Park view,Fast wifi – 510 Mbps,Free washer – In building,Fast wifi – 235 Mbps,55 inch HDTV,Fast wifi – 463 Mbps,43 inch HDTV with HBO Max,Netflix,standard cable,Private backyard – Fully fenced,Patio or balcony,Free driveway parking on premises – 3 spaces,HDTV with Netflix,Shared hot tub,Fast wifi – 185 Mbps,55 inch HDTV with Netflix,43 inch HDTV,Shared sauna,Fast wifi – 60 Mbps,32 inch TV,Shared backyard – Not fully fenced,Fast wifi – 231 Mbps,Free dryer – In building,42 inch HDTV with Netflix,50 inch HDTV with Netflix,standard cable,Private hot tub - available all year,open 24 hours,43 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 140 Mbps,TV with Netflix,standard cable,Wifi – 35 Mbps,58 inch HDTV with Netflix,standard cable,Window AC unit,45 inch HDTV with Netflix,Amazon Prime Video,Chromecast,55 inch TV with Netflix,standard cable,Wifi – 31 Mbps,32 inch HDTV with premium cable,Shared outdoor pool - available all year,open specific hours,lap pool,Private hot tub,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 466 Mbps,Free residential garage on premises,Private backyard,Fast wifi – 105 Mbps,43 inch HDTV with Netflix,43 inch HDTV with Amazon Prime Video,Disney+,Netflix,Fast wifi – 187 Mbps,35 inch HDTV with premium cable,47 inch TV with standard cable,Free dryer,32 inch HDTV with Fire TV,standard cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with Netflix,standard cable,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,25 inch TV,TV with Netflix,Fast wifi – 59 Mbps,HDTV with Amazon Prime Video,Disney+,Netflix,Free driveway parking on premises,HDTV with Chromecast,40 inch HDTV with Amazon Prime Video,Chromecast,Netflix,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,43 inch HDTV with standard cable,Pack ’n play/Travel crib,60 inch HDTV with Netflix,Fast wifi – 379 Mbps,Washer – In building,Free driveway parking on premises – 2 spaces,Fast wifi – 52 Mbps,40 inch HDTV with Fire TV,Roku,Fast wifi – 206 Mbps,Paid parking on premises,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 131 Mbps,40 inch TV with standard cable,Netflix,DVD player,Paid washer,Paid dryer,Mabe refrigerator,Fast wifi – 263 Mbps,32 inch HDTV with standard cable,Fast wifi – 217 Mbps,50 inch TV,60 inch HDTV with standard cable,Standalone high chair - always at the listing,43 inch TV,Fast wifi – 93 Mbps,Pool - open 24 hours,rooftop,Fast wifi – 205 Mbps,Challenger refrigerator,Paid parking lot on premises – 1 space,Fast wifi – 475 Mbps,Dryer – In unit,Free residential garage on premises – 1 space,43 inch TV with Netflix,49 inch TV with Netflix,Pool,Paid parking lot off premises,Sound system
,83,1990,945,0,1045,0,0,0,0,0,823892067549064639,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,116,41,14,4.79,4.79 (67),21,https://www.airbnb.com/rooms/823892067549064639?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,88,0.7586206897,14,16,30,0.2586206897,,TRUE,TRUE,TRUE,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,84,1990,965,0,1025,0,0,0,0,0,1262654153320679494,,,,Condo in Laureles,01/18/25 - 01/21/25,112,37,8,4.75,4.75 (4),25,https://www.airbnb.com/rooms/1262654153320679494?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.6071428571,30,14,44,0.3928571429,1 queen bed,TRUE,,,,TRUE,,,,TRUE,FALSE,,,,,,FALSE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,85,1990,1005,0,985,0,0,0,0,0,1024765140528383973,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,29,14,4.65,4.65 (31),33,https://www.airbnb.com/rooms/1024765140528383973?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,2 beds,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,86,1985,855,0,1130,0,0,0,0,0,643794803942554764,Yes,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,138,59,24,4.96,4.96 (51),4,https://www.airbnb.com/rooms/643794803942554764?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,116,0.8405797101,22,0,22,0.1594202899,,TRUE,,TRUE,TRUE,,,,,,FALSE,,TRUE,,TRUE,,FALSE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,1985,865,0,1120,0,0,0,0,0,48199664,,,,Apartment in Medellín,01/18/25 - 01/21/25,136,57,20,4.94,4.94 (34),6,https://www.airbnb.com/rooms/48199664?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,189,1.389705882,15,17,32,0.2352941176,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,1985,870,0,1115,0,0,0,0,0,1201829410022818307,,,,Apartment in Laureles,01/18/25 - 01/21/25,133,56,19,4.93,4.93 (27),7,https://www.airbnb.com/rooms/1201829410022818307?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7744360902,11,19,30,0.2255639098,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,89,1985,905,0,1080,0,0,0,0,0,1237962795619015951,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,125,49,18,4.86,4.86 (7),14,https://www.airbnb.com/rooms/1237962795619015951?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,100,0.8,25,0,25,0.2,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90,1985,945,0,1040,0,0,0,0,0,713832415319670399,,,,Loft in Medellín,01/18/25 - 01/21/25,116,41,14,4.78,4.78 (65),22,https://www.airbnb.com/rooms/713832415319670399?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7413793103,14,16,30,0.2586206897,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91,1980,865,0,1115,0,0,0,0,0,1150371730425245990,Yes,,,Loft in Medellín,01/18/25 - 01/21/25,136,57,30,4.93,4.93 (44),7,https://www.airbnb.com/rooms/1150371730425245990?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,1975,865,0,1110,0,0,0,0,0,1031741220812433488,Yes,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,136,57,19,4.92,4.92 (12),8,https://www.airbnb.com/rooms/1031741220812433488?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,102,0.75,17,17,34,0.25,,TRUE,,TRUE,,TRUE,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93,1975,910,0,1065,0,0,0,0,0,1227775986136311663,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,123,48,18,4.83,4.83 (6),17,https://www.airbnb.com/rooms/1227775986136311663?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,98,0.7967479675,25,0,25,0.2032520325,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,94,1975,970,0,1005,0,0,0,0,0,51666039,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,111,36,17,4.7,4.7 (128),29,https://www.airbnb.com/rooms/51666039?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,95,0.8558558559,16,0,16,0.1441441441,3 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,FALSE,TRUE,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,95,1975,970,0,1005,0,0,0,0,0,52420174,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,111,36,17,4.7,4.7 (115),29,https://www.airbnb.com/rooms/52420174?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,95,0.8558558559,16,0,16,0.1441441441,4 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,96,1970,825,0,1145,0,0,0,0,0,1255258422039118196,Maybe,,,Apartment in Laureles,01/18/25 - 01/21/25,148,65,31,5,5.0 (3),1,https://www.airbnb.com/rooms/1255258422039118196?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,169,1.141891892,9,0,9,0.06081081081,1 double bed,TRUE,TRUE,TRUE,,TRUE,,,TRUE,TRUE,FALSE,TRUE,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97,1970,865,0,1105,0,0,0,0,0,937765521016620268,Maybe,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,57,27,4.91,4.91 (23),9,https://www.airbnb.com/rooms/937765521016620268?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,139,1.022058824,11,0,11,0.08088235294,,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98,1970,900,0,1070,0,0,0,0,0,39683352,Maybe,,,Apartment in San Javier,01/18/25 - 01/21/25,126,50,15,4.84,4.84 (91),16,https://www.airbnb.com/rooms/39683352?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.7142857143,18,18,36,0.2857142857,,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,,,,FALSE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,99,1970,1000,0,970,0,0,0,0,0,47102168,Maybe,,,Apartment in Medellín,01/18/25 - 01/21/25,105,30,14,4.62,4.62 (128),36,https://www.airbnb.com/rooms/47102168?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8285714286,18,0,18,0.1714285714,1 queen bed,TRUE,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,,FALSE,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,1965,865,0,1100,0,0,0,0,0,1148562372019029958,Maybe,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,57,30,4.9,4.9 (42),10,https://www.airbnb.com/rooms/1148562372019029958?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,1965,875,0,1090,0,0,0,0,0,1271166198338904350,,,,Loft in Medellín,01/18/25 - 01/21/25,131,55,29,4.88,4.88 (16),12,https://www.airbnb.com/rooms/1271166198338904350?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,TRUE,,TRUE,,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,102,1965,940,0,1025,0,0,0,0,0,1185543663139821021,,,,Apartment in Medellín,01/18/25 - 01/21/25,117,42,16,4.75,4.75 (12),25,https://www.airbnb.com/rooms/1185543663139821021?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,31,3,92,0.7863247863,25,0,25,0.2136752137,,,TRUE,,,TRUE,,,,,FALSE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,103,1965,1005,0,960,0,0,0,0,0,1129950642374817413,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,29,15,4.6,4.6 (10),38,https://www.airbnb.com/rooms/1129950642374817413?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.8653846154,0,14,14,0.1346153846,1 double bed,TRUE,TRUE,TRUE,,TRUE,,,TRUE,,FALSE,,,,,,FALSE,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,104,1960,860,0,1100,0,0,0,0,0,1009599082023373935,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,137,58,20,4.9,4.9 (10),10,https://www.airbnb.com/rooms/1009599082023373935?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7664233577,15,17,32,0.2335766423,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105,1960,920,0,1040,0,0,0,0,0,1017601267701297373,,,,Apartment in Medellín,01/18/25 - 01/21/25,121,46,21,4.78,4.78 (36),22,https://www.airbnb.com/rooms/1017601267701297373?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,107,0.8842975207,14,0,14,0.1157024793,2 beds,TRUE,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,FALSE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,1960,960,0,1000,0,0,0,0,0,1153267055338524782,,,,Apartment in Laureles,01/18/25 - 01/21/25,113,38,14,4.69,4.69 (13),30,https://www.airbnb.com/rooms/1153267055338524782?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,86,0.7610619469,11,16,27,0.2389380531,,TRUE,,TRUE,,TRUE,,,,TRUE,FALSE,,TRUE,TRUE,,,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,107,1955,825,0,1130,0,0,0,0,0,785822380699590461,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,148,65,34,4.96,4.96 (25),4,https://www.airbnb.com/rooms/785822380699590461?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,146,0.9864864865,2,0,2,0.01351351351,1 bed,TRUE,TRUE,TRUE,,,,,,,FALSE,,TRUE,TRUE,,,FALSE,TRUE,,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,1955,860,0,1095,0,0,0,0,0,795969763361162075,,,,Apartment in Belén,01/18/25 - 01/21/25,137,58,20,4.89,4.89 (114),11,https://www.airbnb.com/rooms/795969763361162075?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,105,0.7664233577,15,17,32,0.2335766423,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,109,1955,865,0,1090,0,0,0,0,0,1150382470531291819,,,,Loft in Laureles-Estadio,01/18/25 - 01/21/25,136,57,30,4.88,4.88 (48),12,https://www.airbnb.com/rooms/1150382470531291819?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,136,1,0,0,0,0,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,1955,1005,0,950,0,0,0,0,0,27233310,,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,104,29,14,4.57,4.57 (218),40,https://www.airbnb.com/rooms/27233310?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.8365384615,17,0,17,0.1634615385,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,FALSE,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,111,1955,1020,0,935,0,0,0,0,0,918840752581980148,Maybe,,,Apartment in Laureles-Estadio,01/18/25 - 01/21/25,99,26,6,4.5,4.5 (14),43,https://www.airbnb.com/rooms/918840752581980148?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,21,3,62,0.6262626263,25,12,37,0.3737373737,1 double bed,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,TRUE,,,,,FALSE,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
