rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Washer,Backyard,Carbon monoxide alarm,Smoke alarm,Guest favorite,Superhost,Air conditioning,Exterior security cameras on property,Hair dryer,Refrigerator,Microwave,TV with standard cable,Luggage dropoff allowed,Elevator,Paid dryer – In building,Fast wifi – 321 Mbps,40 inch HDTV,Free washer – In unit,Private patio or balcony,Samsung refrigerator,Long term stays allowed,Dryer,City skyline view,Fast wifi – 330 Mbps,72 inch HDTV with premium cable,Paid washer – In building,HDTV with Netflix,Free dryer – In unit,Garden view,Fast wifi – 151 Mbps,50 inch HDTV,Central air conditioning,Free parking garage on premises – 1 space,Fast wifi – 200 Mbps,HDTV with standard cable,Mountain view,Hot tub,55 inch HDTV with Netflix,Free street parking,Private hot tub,43 inch HDTV with Apple TV,Disney+,Netflix,HBO Max,Free washer – In building,Free dryer – In building,Courtyard view,Fast wifi – 342 Mbps,Free driveway parking on premises – 2 spaces,Paid washer,50 inch HDTV with Disney+,Netflix,Shared patio or balcony,Smoking allowed,43 inch HDTV,AC - split type ductless system,Shared sauna,55 inch HDTV,Fast wifi – 60 Mbps,Fast wifi – 306 Mbps,Free driveway parking on premises – 1 space,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,Shared outdoor pool - available all year,open specific hours,rooftop,50 inch HDTV with Netflix,standard cable,Shared backyard – Not fully fenced,TV with Netflix,Shared outdoor pool - available all year,open specific hours,lap pool,55 inch HDTV with Chromecast,Disney+,Netflix,Fast wifi – 293 Mbps,Fast wifi – 503 Mbps,Patio or balcony,42 inch HDTV with premium cable,Bathtub,Shared hot tub - available all year,open specific hours,43 inch HDTV with standard cable,Netflix,Private hot tub - available all year,open 24 hours,43 inch HDTV with Netflix,standard cable,Free driveway parking on premises – 6 spaces,55 inch HDTV with Amazon Prime Video,Apple TV,Chromecast,Disney+,Netflix,Canal view,Free carport on premises,43 inch HDTV with Netflix,Fast wifi – 249 Mbps,Free carport on premises – 2 spaces,Shared outdoor pool - available all year,open specific hours,82 inch HDTV with Amazon Prime Video,Fire TV,Hulu,Netflix,DVD player,HDTV with Amazon Prime Video,Disney+,Netflix,High chair,65 inch HDTV with Netflix,premium cable,Fast wifi – 264 Mbps,43 inch HDTV with standard cable,Amazon Prime Video,Disney+,Netflix,HBO Max,MABE refrigerator,Fast wifi – 252 Mbps,Free residential garage on premises – 1 space,Washer – In building,Private hot tub - available all year,43 inch HDTV with Netflix,standard cable,Disney+,HBO Max,Amazon Prime Video,Fast wifi – 165 Mbps,Fast wifi – 274 Mbps,43 inch HDTV with Netflix,premium cable,standard cable,Fast wifi – 246 Mbps,50 inch HDTV with Fire TV,Netflix,43 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,standard cable,Free parking garage on premises,Shared outdoor pool,Shared hot tub,43 inch HDTV with standard cable,premium cable,Netflix,Pool,43 inch HDTV with Netflix,standard cable,premium cable,Fast wifi – 205 Mbps,Challenger refrigerator,Shared pool,Valley view,43 inch TV with Netflix,Fast wifi – 383 Mbps,42 inch HDTV with Netflix,standard cable,Dryer – In unit,LG refrigerator,Window AC unit,Paid parking garage off premises,Crib,Paid parking lot off premises
95,1140,520,0,620,0,0,0,0,0,45055341,Loft in El Poblado,01/18/25 - 01/21/25,159,49,32,4.71,4.71 (267),29,https://www.airbnb.com/rooms/45055341?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,159,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1135,395,0,740,0,0,0,0,0,903572597048282202,Apartment in Medellín,01/18/25 - 01/21/25,197,74,29,4.95,4.95 (64),5,https://www.airbnb.com/rooms/903572597048282202?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,149,0.7563451777,24,24,48,0.2436548223,1 queen bed,TRUE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1135,430,0,705,0,0,0,0,0,580443931251558342,Apartment in Sabaneta,01/18/25 - 01/21/25,180,67,25,4.88,4.88 (52),12,https://www.airbnb.com/rooms/580443931251558342?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7666666667,20,22,42,0.2333333333,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1135,460,0,675,0,0,0,0,0,1147492081149943025,Loft in Medellín,01/18/25 - 01/21/25,174,61,37,4.82,4.82 (51),18,https://www.airbnb.com/rooms/1147492081149943025?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,58,3,174,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1130,390,0,740,0,0,0,0,0,1203779045199845681,Apartment in Medellín,01/18/25 - 01/21/25,198,75,44,4.95,4.95 (20),5,https://www.airbnb.com/rooms/1203779045199845681?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,198,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1130,430,0,700,0,0,0,0,0,53755520,Loft in Medellín,01/18/25 - 01/21/25,180,67,39,4.87,4.87 (260),13,https://www.airbnb.com/rooms/53755520?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,1,0,0,0,0,,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1130,450,0,680,0,0,0,0,0,53710693,Loft in Medellín,01/18/25 - 01/21/25,176,63,38,4.83,4.83 (206),17,https://www.airbnb.com/rooms/53710693?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,1,0,0,0,0,,,TRUE,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1130,495,0,635,0,0,0,0,0,45497923,Loft in Medellín,01/18/25 - 01/21/25,166,54,34,4.74,4.74 (291),26,https://www.airbnb.com/rooms/45497923?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,166,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1130,555,0,575,0,0,0,0,0,52893605,Apartment in Medellín,01/18/25 - 01/21/25,151,42,27,4.56,4.56 (66),38,https://www.airbnb.com/rooms/52893605?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,0.9536423841,7,0,7,0.04635761589,,,TRUE,TRUE,,,,TRUE,,,FALSE,,,,TRUE,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1125,515,0,610,0,0,0,0,0,862240654378549431,Apartment in Medellín,01/18/25 - 01/21/25,160,50,32,4.69,4.69 (26),31,https://www.airbnb.com/rooms/862240654378549431?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,53,3,158,0.9875,2,0,2,0.0125,1 bed,,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1120,445,0,675,0,0,0,0,0,1162320207654697895,Loft in Medellín,01/18/25 - 01/21/25,177,64,38,4.82,4.82 (34),18,https://www.airbnb.com/rooms/1162320207654697895?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1120,450,0,670,0,0,0,0,0,1143570611519119472,Loft in El Poblado,01/18/25 - 01/21/25,176,63,38,4.81,4.81 (54),19,https://www.airbnb.com/rooms/1143570611519119472?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1120,480,0,640,0,0,0,0,0,54194388,Loft in El Poblado,01/18/25 - 01/21/25,170,57,30,4.75,4.75 (36),25,https://www.airbnb.com/rooms/54194388?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,0.8941176471,18,0,18,0.1058823529,2 beds,,TRUE,TRUE,,,TRUE,TRUE,,,FALSE,FALSE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1115,380,0,735,0,0,0,0,0,43285558,Apartment in Medellín,01/18/25 - 01/21/25,202,77,38,4.94,4.94 (163),6,https://www.airbnb.com/rooms/43285558?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,0.8762376238,0,25,25,0.1237623762,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1115,480,0,635,0,0,0,0,0,1214667167149272254,Apartment in Medellín,01/18/25 - 01/21/25,170,57,36,4.74,4.74 (19),26,https://www.airbnb.com/rooms/1214667167149272254?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,170,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1110,385,0,725,0,0,0,0,0,1025377243054249852,Apartment in Medellín,01/18/25 - 01/21/25,200,76,44,4.92,4.92 (13),8,https://www.airbnb.com/rooms/1025377243054249852?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,256,1.28,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,FALSE,,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1110,450,0,660,0,0,0,0,0,54089170,Loft in Medellín,01/18/25 - 01/21/25,176,63,38,4.79,4.79 (208),21,https://www.airbnb.com/rooms/54089170?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,1,0,0,0,0,,,TRUE,,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1105,365,0,740,0,0,0,0,0,52215325,Apartment in Medellín,01/18/25 - 01/21/25,205,80,39,4.95,4.95 (117),5,https://www.airbnb.com/rooms/52215325?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.8780487805,0,25,25,0.1219512195,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1105,380,0,725,0,0,0,0,0,564333452168744235,Apartment in Medellín,01/18/25 - 01/21/25,202,77,38,4.92,4.92 (145),8,https://www.airbnb.com/rooms/564333452168744235?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,0.8762376238,0,25,25,0.1237623762,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1105,435,0,670,0,0,0,0,0,945565855701705399,Apartment in Medellín,01/18/25 - 01/21/25,179,66,25,4.81,4.81 (43),19,https://www.airbnb.com/rooms/945565855701705399?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,138,0.7709497207,16,25,41,0.2290502793,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,FALSE,FALSE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1105,470,0,635,0,0,0,0,0,1168084189730653795,Loft in Medellín,01/18/25 - 01/21/25,172,59,36,4.74,4.74 (35),26,https://www.airbnb.com/rooms/1168084189730653795?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,172,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1100,355,0,745,0,0,0,0,0,1234329449891515771,Cabin in Sabaneta,01/18/25 - 01/21/25,207,82,34,4.96,4.96 (25),4,https://www.airbnb.com/rooms/1234329449891515771?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,166,0.8019323671,12,29,41,0.1980676329,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1100,370,0,730,0,0,0,0,0,53724441,Apartment in Medellín,01/18/25 - 01/21/25,204,79,34,4.93,4.93 (94),7,https://www.airbnb.com/rooms/53724441?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,165,0.8088235294,14,25,39,0.1911764706,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1100,405,0,695,0,0,0,0,0,45238915,Condo in Medellín,01/18/25 - 01/21/25,189,72,25,4.86,4.86 (83),14,https://www.airbnb.com/rooms/45238915?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,139,0.7354497354,27,23,50,0.2645502646,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1095,415,0,680,0,0,0,0,0,676127843795597018,Apartment in Sabaneta,01/18/25 - 01/21/25,187,70,27,4.83,4.83 (104),17,https://www.airbnb.com/rooms/676127843795597018?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,0.7700534759,20,23,43,0.2299465241,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1090,335,0,755,0,0,0,0,0,747282835060934491,Apartment in Medellín,01/18/25 - 01/21/25,225,86,44,4.98,4.98 (80),2,https://www.airbnb.com/rooms/747282835060934491?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,197,0.8755555556,0,28,28,0.1244444444,,TRUE,TRUE,,TRUE,TRUE,,,,,FALSE,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1090,375,0,715,0,0,0,0,0,594941022732437611,Loft in El Poblado,01/18/25 - 01/21/25,203,78,45,4.9,4.9 (196),10,https://www.airbnb.com/rooms/594941022732437611?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,68,3,203,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1090,475,0,615,0,0,0,0,0,1147453586748162997,Loft in Medellín,01/18/25 - 01/21/25,171,58,36,4.7,4.7 (47),30,https://www.airbnb.com/rooms/1147453586748162997?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,171,1,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1090,505,0,585,0,0,0,0,0,54194599,Loft in Medellín,01/18/25 - 01/21/25,164,52,30,4.59,4.59 (41),36,https://www.airbnb.com/rooms/54194599?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,0.9268292683,12,0,12,0.07317073171,2 beds,,TRUE,TRUE,,,TRUE,,,,FALSE,FALSE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1085,325,0,760,0,0,0,0,0,1272898021292164644,Apartment in El Poblado,01/18/25 - 01/21/25,234,88,39,5,5.0 (3),1,https://www.airbnb.com/rooms/1272898021292164644?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.7692307692,25,29,54,0.2307692308,3 beds,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,FALSE,FALSE,,TRUE,,TRUE,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1085,330,0,755,0,0,0,0,0,679582104063180713,Loft in Sabaneta,01/18/25 - 01/21/25,228,87,39,4.98,4.98 (55),2,https://www.airbnb.com/rooms/679582104063180713?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,60,3,180,0.7894736842,20,28,48,0.2105263158,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1085,400,0,685,0,0,0,0,0,51978429,Loft in El Poblado,01/18/25 - 01/21/25,196,73,43,4.84,4.84 (2672),16,https://www.airbnb.com/rooms/51978429?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,65,3,265,1.352040816,0,0,0,0,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1080,375,0,705,0,0,0,0,0,894845772480232597,Loft in El Poblado,01/18/25 - 01/21/25,203,78,45,4.88,4.88 (136),12,https://www.airbnb.com/rooms/894845772480232597?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,68,3,203,1,0,0,0,0,,TRUE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
